SYSTOLIC_PRESSURE,DIASTOLIC_PRESSURE,HEART_RATE,PULSE_RATE,BLOOD_VISCOSITY,EMOTION
126,79,61,61,0.338371,DEPRESSED
126,80,64,64,0.333058,DEPRESSED
128,79,61,61,0.377115,SAD
134,83,83,83,0.407601946,STRESSED
148,100,88,88,0.372846,ANGRY
124,81,64,64,0.341921,DEPRESSED
138,87,82,82,0.417771,STRESSED
123,79,70,70,0.394752,SAD
123,77,69,69,0.39265,SAD
140,97,102,102,0.359025,ANGRY
162,97,91,91,0.3806,ANGRY
161,93,101,101,0.357826,ANGRY
133,89,79,79,0.41234269,STRESSED
132,85,82,82,0.39281,STRESSED
122,81,72,72,0.379793,SAD
120,80,72,72,0.327050081,HAPPY
139,82,87,87,0.411272,STRESSED
118,78,62,62,0.329597,HAPPY
118,78,59,59,0.321246417,HAPPY
120,80,66,66,0.347404,DEPRESSED
147,100,110,110,0.396126,ANGRY
166,89,113,113,0.371554,ANGRY
127,81,66,66,0.320439,DEPRESSED
146,87,99,99,0.360676,ANGRY
130,86,79,79,0.40953,STRESSED
129,78,66,66,0.378428,SAD
132,85,83,83,0.393186062,STRESSED
121,81,62,62,0.331198896,HAPPY
117,79,64,64,0.333923,HAPPY
120,79,72,72,0.335473955,HAPPY
137,82,87,87,0.397186,STRESSED
118,80,57,57,0.330549,HAPPY
116,78,58,58,0.326666,HAPPY
140,80,84,84,0.403015469,STRESSED
130,80,80,80,0.395031648,STRESSED
120,79,60,60,0.328423,HAPPY
131,84,85,85,0.415730507,STRESSED
138,84,87,87,0.401509915,STRESSED
150,86,83,83,0.353422,ANGRY
115,79,64,64,0.337653212,HAPPY
127,78,65,65,0.329433,DEPRESSED
119,81,73,73,0.334784158,HAPPY
128,79,67,67,0.301322,DEPRESSED
130,80,67,67,0.394815,SAD
131,80,78,78,0.415885,STRESSED
126,78,62,62,0.326373,DEPRESSED
137,87,79,79,0.394349606,STRESSED
122,81,65,65,0.380042,SAD
134,86,83,83,0.405332709,STRESSED
120,81,72,72,0.323301,HAPPY
127,78,71,71,0.39396,SAD
119,79,73,73,0.324798,HAPPY
115,78,58,58,0.333131932,HAPPY
119,79,68,68,0.321594,HAPPY
118,81,70,70,0.327657,HAPPY
125,81,61,61,0.394373,SAD
115,80,62,62,0.3295387,HAPPY
116,80,67,67,0.335744062,HAPPY
135,89,84,84,0.412825,STRESSED
121,78,62,62,0.31806,DEPRESSED
126,78,63,63,0.372334,SAD
117,81,65,65,0.332892,HAPPY
135,87,85,85,0.391833,STRESSED
117,80,66,66,0.325297,HAPPY
121,77,61,61,0.34597,DEPRESSED
159,90,83,83,0.350304,ANGRY
128,81,65,65,0.394477,SAD
137,84,78,78,0.402548,STRESSED
137,85,86,86,0.418461,STRESSED
139,87,87,87,0.40334,STRESSED
120,80,68,68,0.384904,SAD
121,79,70,70,0.379261,SAD
118,78,62,62,0.322268,HAPPY
149,100,110,110,0.364719,ANGRY
121,77,68,68,0.301413,DEPRESSED
128,79,62,62,0.306024,DEPRESSED
117,78,57,57,0.335502568,HAPPY
117,80,62,62,0.337962505,HAPPY
136,86,87,87,0.411080417,STRESSED
121,79,71,71,0.381221,SAD
136,82,81,81,0.411710805,STRESSED
121,81,65,65,0.312787,DEPRESSED
116,80,72,72,0.327335213,HAPPY
118,79,69,69,0.331643,HAPPY
132,85,86,86,0.399744,STRESSED
119,79,73,73,0.324169,HAPPY
174,86,106,106,0.384741,ANGRY
140,80,84,84,0.412675938,STRESSED
130,81,66,66,0.391004,SAD
121,78,58,58,0.336587,HAPPY
119,80,74,74,0.334516,HAPPY
120,78,70,70,0.385668,SAD
115,79,63,63,0.328789839,HAPPY
121,79,60,60,0.303877,DEPRESSED
116,79,70,70,0.328045,HAPPY
127,78,61,61,0.323654,DEPRESSED
133,86,82,82,0.394162659,STRESSED
120,79,60,60,0.327839,HAPPY
127,79,64,64,0.311732,DEPRESSED
132,85,79,79,0.397731896,STRESSED
124,81,60,60,0.395071,SAD
115,79,71,71,0.320529,HAPPY
115,79,63,63,0.328062,HAPPY
126,81,71,71,0.383891,SAD
124,77,66,66,0.392764,SAD
123,81,66,66,0.316244,DEPRESSED
136,81,84,84,0.394931868,STRESSED
123,79,64,64,0.373103,SAD
128,82,65,65,0.305634,DEPRESSED
122,82,65,65,0.347835,DEPRESSED
131,80,86,86,0.392767,STRESSED
115,78,57,57,0.330158952,HAPPY
121,81,60,60,0.300552,DEPRESSED
161,97,103,103,0.353449,ANGRY
133,84,81,81,0.417975597,STRESSED
171,91,89,89,0.369099,ANGRY
129,79,62,62,0.323352,DEPRESSED
130,77,67,67,0.393629,SAD
118,80,70,70,0.332384,HAPPY
128,79,64,64,0.377327,SAD
130,81,86,86,0.394408,STRESSED
131,89,82,82,0.403587204,STRESSED
118,78,66,66,0.331927,HAPPY
126,77,64,64,0.324631,DEPRESSED
116,78,58,58,0.338125,HAPPY
134,80,87,87,0.39335247,STRESSED
139,83,85,85,0.413651,STRESSED
126,82,66,66,0.349139,DEPRESSED
127,80,67,67,0.315981,DEPRESSED
121,79,72,72,0.32111,HAPPY
124,79,60,60,0.345003,DEPRESSED
132,81,87,87,0.410522,STRESSED
121,81,67,67,0.37556,SAD
133,82,86,86,0.395157,STRESSED
139,86,81,81,0.395866284,STRESSED
127,78,62,62,0.303874,DEPRESSED
116,80,62,62,0.336962254,HAPPY
120,80,64,64,0.38383,SAD
142,100,102,102,0.39318,ANGRY
132,80,84,84,0.417591,STRESSED
120,81,66,66,0.32607,HAPPY
135,83,87,87,0.406581511,STRESSED
134,88,79,79,0.399817,STRESSED
118,78,72,72,0.333148,HAPPY
158,94,95,95,0.388125,ANGRY
125,78,66,66,0.378189,SAD
119,80,57,57,0.338944562,HAPPY
129,82,61,61,0.322452,DEPRESSED
129,80,63,63,0.375234,SAD
120,80,67,67,0.33896,HAPPY
117,78,63,63,0.332809434,HAPPY
116,78,70,70,0.339322,HAPPY
139,89,87,87,0.412230162,STRESSED
121,81,67,67,0.342486,DEPRESSED
123,81,67,67,0.339587,DEPRESSED
123,82,61,61,0.334772,DEPRESSED
133,82,79,79,0.391373599,STRESSED
115,79,57,57,0.334202,HAPPY
138,83,86,86,0.395825,STRESSED
134,83,82,82,0.415778372,STRESSED
139,80,86,86,0.417910723,STRESSED
125,78,65,65,0.323399,DEPRESSED
130,81,64,64,0.37517,SAD
158,91,89,89,0.378829,ANGRY
135,83,79,79,0.410953,STRESSED
135,83,78,78,0.392647,STRESSED
119,80,65,65,0.326986,HAPPY
124,81,64,64,0.33852,DEPRESSED
130,82,81,81,0.407096056,STRESSED
132,87,79,79,0.41505214,STRESSED
118,78,59,59,0.328374516,HAPPY
124,77,62,62,0.31369,DEPRESSED
140,82,85,85,0.39565,STRESSED
117,80,65,65,0.325768,HAPPY
116,80,68,68,0.33380654,HAPPY
123,81,67,67,0.376795,SAD
127,78,66,66,0.340695,DEPRESSED
118,78,67,67,0.339333,HAPPY
128,79,68,68,0.321613,DEPRESSED
129,78,64,64,0.390865,SAD
125,79,69,69,0.382003,SAD
160,89,114,114,0.386415,ANGRY
133,81,85,85,0.409304255,STRESSED
138,80,84,84,0.41269,STRESSED
120,78,64,64,0.328825,HAPPY
180,100,96,96,0.367577,ANGRY
118,78,66,66,0.337271,HAPPY
132,88,81,81,0.393249,STRESSED
115,81,57,57,0.324985122,HAPPY
127,78,62,62,0.39093,SAD
125,77,62,62,0.32814,DEPRESSED
125,81,64,64,0.389926,SAD
128,80,70,70,0.377076,SAD
118,78,74,74,0.32092483,HAPPY
115,79,60,60,0.330576949,HAPPY
140,82,87,87,0.408886,STRESSED
135,87,80,80,0.413925909,STRESSED
117,79,63,63,0.323740231,HAPPY
179,94,111,111,0.352342,ANGRY
135,89,86,86,0.40994,STRESSED
118,80,60,60,0.320387,HAPPY
127,79,68,68,0.348738,DEPRESSED
125,77,60,60,0.389214,SAD
145,97,88,88,0.374341,ANGRY
129,77,71,71,0.381192,SAD
120,80,65,65,0.329737,HAPPY
149,90,97,97,0.3626,ANGRY
162,87,107,107,0.381907,ANGRY
133,87,86,86,0.40995399,STRESSED
131,89,81,81,0.415068,STRESSED
130,80,68,68,0.38087,SAD
126,78,68,68,0.390712,SAD
147,91,83,83,0.35042,ANGRY
139,81,82,82,0.394032,STRESSED
121,79,58,58,0.324062098,HAPPY
136,87,84,84,0.393141,STRESSED
121,80,71,71,0.324486372,HAPPY
116,78,71,71,0.326289,HAPPY
121,78,72,72,0.333903,HAPPY
140,89,80,80,0.398022,STRESSED
122,77,67,67,0.346867,DEPRESSED
120,77,64,64,0.325885,DEPRESSED
130,81,67,67,0.39343,SAD
128,79,68,68,0.308249,DEPRESSED
116,79,64,64,0.331677,HAPPY
133,80,82,82,0.402794,STRESSED
129,77,66,66,0.329832,DEPRESSED
119,79,61,61,0.334626,HAPPY
117,80,70,70,0.328568865,HAPPY
128,82,60,60,0.31936,DEPRESSED
160,93,83,83,0.379828,ANGRY
129,81,63,63,0.343358,DEPRESSED
127,79,63,63,0.371151,SAD
120,77,60,60,0.340913,DEPRESSED
121,81,63,63,0.30089,DEPRESSED
173,98,94,94,0.355436,ANGRY
125,77,67,67,0.323802,DEPRESSED
126,82,65,65,0.340474,DEPRESSED
133,87,84,84,0.404773,STRESSED
138,80,79,79,0.404620327,STRESSED
168,94,95,95,0.383547,ANGRY
126,77,60,60,0.347931,DEPRESSED
118,80,74,74,0.324199,HAPPY
120,78,72,72,0.330729,HAPPY
160,85,87,87,0.391443,ANGRY
131,85,83,83,0.401708414,STRESSED
135,86,82,82,0.410358,STRESSED
127,78,68,68,0.337787,DEPRESSED
125,82,60,60,0.336322,DEPRESSED
132,83,85,85,0.406948645,STRESSED
119,80,62,62,0.335931,HAPPY
127,82,63,63,0.342689,DEPRESSED
117,81,70,70,0.323781828,HAPPY
128,77,67,67,0.377374,SAD
126,78,62,62,0.3474,DEPRESSED
157,97,86,86,0.374381,ANGRY
136,80,86,86,0.415509118,STRESSED
139,83,84,84,0.401082,STRESSED
126,80,71,71,0.388251,SAD
135,89,81,81,0.399420764,STRESSED
130,78,63,63,0.385079,SAD
130,80,62,62,0.393754,SAD
136,85,87,87,0.412499141,STRESSED
124,80,62,62,0.311078,DEPRESSED
128,77,72,72,0.373748,SAD
115,79,62,62,0.32459,HAPPY
115,78,67,67,0.322821,HAPPY
121,78,57,57,0.321664,HAPPY
121,82,67,67,0.335211,DEPRESSED
163,87,104,104,0.383951,ANGRY
121,77,61,61,0.303475,DEPRESSED
137,82,81,81,0.400175,STRESSED
120,79,67,67,0.32516,DEPRESSED
119,79,70,70,0.320081,HAPPY
131,88,79,79,0.393589489,STRESSED
122,78,64,64,0.398883,SAD
119,80,65,65,0.329618,HAPPY
178,85,102,102,0.384629,ANGRY
120,79,62,62,0.321031,DEPRESSED
133,86,86,86,0.402038,STRESSED
126,78,65,65,0.319895,DEPRESSED
125,78,61,61,0.382163,SAD
120,79,67,67,0.381984,SAD
140,88,112,112,0.357816,ANGRY
171,86,88,88,0.368081,ANGRY
136,82,84,84,0.400666084,STRESSED
121,80,67,67,0.395546,SAD
122,77,61,61,0.325346,DEPRESSED
133,84,79,79,0.400102244,STRESSED
135,89,87,87,0.40257,STRESSED
119,78,68,68,0.322836861,HAPPY
132,87,87,87,0.404779,STRESSED
118,79,74,74,0.324405325,HAPPY
118,81,73,73,0.335353318,HAPPY
121,80,66,66,0.336017395,HAPPY
119,81,62,62,0.321516,HAPPY
135,80,83,83,0.414368,STRESSED
120,78,64,64,0.314501,DEPRESSED
157,93,104,104,0.393902,ANGRY
121,78,63,63,0.390251,SAD
118,79,64,64,0.337221,HAPPY
115,79,73,73,0.333554884,HAPPY
124,80,68,68,0.375232,SAD
123,77,68,68,0.309077,DEPRESSED
127,82,67,67,0.339408,DEPRESSED
117,78,58,58,0.326282257,HAPPY
136,80,86,86,0.416847,STRESSED
115,78,64,64,0.334345508,HAPPY
138,85,87,87,0.392902441,STRESSED
139,87,85,85,0.412773275,STRESSED
126,78,71,71,0.390436,SAD
119,81,66,66,0.329592,HAPPY
127,81,66,66,0.335705,DEPRESSED
160,89,115,115,0.39063,ANGRY
134,81,78,78,0.399085027,STRESSED
130,86,84,84,0.399198362,STRESSED
132,81,84,84,0.407744,STRESSED
123,81,64,64,0.322383,DEPRESSED
129,80,66,66,0.39682,SAD
137,89,83,83,0.396856557,STRESSED
133,88,81,81,0.400851327,STRESSED
118,78,64,64,0.321032,HAPPY
130,84,83,83,0.392763,STRESSED
122,79,60,60,0.340068,DEPRESSED
125,78,68,68,0.315213,DEPRESSED
123,80,68,68,0.371113,SAD
138,81,83,83,0.402729,STRESSED
137,86,85,85,0.403200947,STRESSED
120,78,68,68,0.32873439,HAPPY
120,78,70,70,0.336466,HAPPY
124,81,68,68,0.321221,DEPRESSED
157,90,94,94,0.392568,ANGRY
124,79,67,67,0.313316,DEPRESSED
171,91,110,110,0.380805,ANGRY
126,77,65,65,0.337,DEPRESSED
121,80,65,65,0.324678,HAPPY
134,87,81,81,0.404641,STRESSED
122,79,63,63,0.34868,DEPRESSED
117,80,67,67,0.32844736,HAPPY
124,80,62,62,0.337257,DEPRESSED
159,89,97,97,0.355968,ANGRY
115,79,68,68,0.321907217,HAPPY
124,81,61,61,0.304311,DEPRESSED
124,81,65,65,0.372853,SAD
137,89,84,84,0.406186,STRESSED
125,82,67,67,0.314726,DEPRESSED
160,96,113,113,0.371923,ANGRY
122,77,65,65,0.375511,SAD
157,93,103,103,0.361984,ANGRY
116,81,57,57,0.332987,HAPPY
135,83,85,85,0.393635,STRESSED
127,79,61,61,0.305837,DEPRESSED
139,80,87,87,0.399175,STRESSED
134,86,84,84,0.415219629,STRESSED
123,79,67,67,0.388349,SAD
123,79,61,61,0.380095,SAD
120,82,60,60,0.335872,DEPRESSED
137,85,86,86,0.415199,STRESSED
121,82,68,68,0.314526,DEPRESSED
140,80,83,83,0.39187,STRESSED
146,94,97,97,0.353433,ANGRY
130,80,67,67,0.391947,SAD
120,79,65,65,0.326654,HAPPY
126,80,66,66,0.303056,DEPRESSED
130,77,70,70,0.398028,SAD
132,87,83,83,0.39082,STRESSED
147,100,84,84,0.367847,ANGRY
138,80,79,79,0.400831661,STRESSED
124,80,60,60,0.315398,DEPRESSED
133,82,85,85,0.403241,STRESSED
119,80,58,58,0.338371,HAPPY
174,86,106,106,0.357089,ANGRY
139,88,83,83,0.397419,STRESSED
163,87,109,109,0.385002,ANGRY
119,79,61,61,0.33188,HAPPY
136,87,82,82,0.417512,STRESSED
136,80,86,86,0.399627088,STRESSED
170,88,114,114,0.378122,ANGRY
174,99,85,85,0.390602,ANGRY
120,79,60,60,0.304562,DEPRESSED
122,78,69,69,0.397922,SAD
119,80,69,69,0.323144,HAPPY
120,81,65,65,0.339433,HAPPY
117,78,66,66,0.325549332,HAPPY
127,78,60,60,0.37041,SAD
121,81,61,61,0.338953721,HAPPY
139,87,82,82,0.407274,STRESSED
143,98,104,104,0.379722,ANGRY
138,80,83,83,0.416927,STRESSED
122,81,67,67,0.336242,DEPRESSED
122,78,69,69,0.386563,SAD
132,85,84,84,0.413926904,STRESSED
138,82,80,80,0.418579,STRESSED
147,94,104,104,0.359216,ANGRY
143,90,87,87,0.373203,ANGRY
118,80,60,60,0.335306,HAPPY
120,80,67,67,0.322754787,HAPPY
139,80,80,80,0.414896,STRESSED
116,78,74,74,0.329793422,HAPPY
118,78,60,60,0.334979,HAPPY
116,80,73,73,0.333341489,HAPPY
120,80,70,70,0.338375417,HAPPY
139,88,81,81,0.408626,STRESSED
171,100,109,109,0.363503,ANGRY
156,85,113,113,0.359524,ANGRY
121,80,71,71,0.328526,HAPPY
124,78,71,71,0.386624,SAD
137,80,87,87,0.409329,STRESSED
127,79,68,68,0.343073,DEPRESSED
121,80,61,61,0.337377,HAPPY
170,90,97,97,0.377525,ANGRY
124,79,68,68,0.336426,DEPRESSED
133,81,79,79,0.398463,STRESSED
117,78,67,67,0.324085248,HAPPY
135,83,87,87,0.398178939,STRESSED
173,90,105,105,0.358328,ANGRY
145,94,91,91,0.381033,ANGRY
131,86,86,86,0.418783,STRESSED
120,79,63,63,0.329692,DEPRESSED
130,81,85,85,0.400473251,STRESSED
135,83,85,85,0.407034,STRESSED
131,81,83,83,0.393854,STRESSED
119,81,63,63,0.320100156,HAPPY
137,84,78,78,0.415765394,STRESSED
120,80,68,68,0.335546,HAPPY
121,80,58,58,0.338962,HAPPY
118,80,70,70,0.32416,HAPPY
130,80,66,66,0.375376,SAD
133,82,84,84,0.40178671,STRESSED
125,78,61,61,0.301632,DEPRESSED
152,99,110,110,0.398533,ANGRY
117,81,66,66,0.325108,HAPPY
123,79,69,69,0.397717,SAD
119,80,73,73,0.324108,HAPPY
121,81,74,74,0.336024287,HAPPY
122,78,62,62,0.325017,DEPRESSED
135,89,79,79,0.417579701,STRESSED
122,79,67,67,0.391943,SAD
162,91,87,87,0.373588,ANGRY
127,78,60,60,0.37771,SAD
120,79,57,57,0.331117434,HAPPY
138,82,85,85,0.401158,STRESSED
115,79,63,63,0.321571265,HAPPY
148,86,112,112,0.393401,ANGRY
133,82,82,82,0.400463,STRESSED
123,78,63,63,0.393606,SAD
134,85,80,80,0.40712888,STRESSED
121,78,67,67,0.34008,DEPRESSED
180,96,101,101,0.377178,ANGRY
121,79,68,68,0.344078,DEPRESSED
121,80,66,66,0.330457,HAPPY
133,82,84,84,0.417779346,STRESSED
126,79,68,68,0.325524,DEPRESSED
122,82,61,61,0.318787,DEPRESSED
129,81,66,66,0.311373,DEPRESSED
123,77,65,65,0.339543,DEPRESSED
120,79,72,72,0.323239,HAPPY
131,88,83,83,0.40866278,STRESSED
126,80,71,71,0.380835,SAD
118,78,70,70,0.337915731,HAPPY
119,78,58,58,0.325913193,HAPPY
118,79,59,59,0.32529,HAPPY
175,90,109,109,0.384599,ANGRY
127,77,64,64,0.377478,SAD
125,79,66,66,0.336526,DEPRESSED
140,86,84,84,0.415121191,STRESSED
136,85,87,87,0.414923308,STRESSED
115,81,73,73,0.326221017,HAPPY
125,80,69,69,0.376319,SAD
158,98,112,112,0.372995,ANGRY
115,79,61,61,0.328402645,HAPPY
121,81,71,71,0.333768,HAPPY
134,85,79,79,0.415193577,STRESSED
125,80,68,68,0.302388,DEPRESSED
135,86,87,87,0.398888,STRESSED
119,80,74,74,0.33638,HAPPY
119,79,57,57,0.321712,HAPPY
116,81,66,66,0.329178,HAPPY
139,83,81,81,0.400381,STRESSED
121,80,63,63,0.327963,HAPPY
121,78,64,64,0.301258,DEPRESSED
125,78,71,71,0.37278,SAD
122,78,68,68,0.341622,DEPRESSED
123,80,64,64,0.317685,DEPRESSED
118,80,59,59,0.332216,HAPPY
138,88,86,86,0.390943205,STRESSED
138,87,78,78,0.399314,STRESSED
119,79,57,57,0.327942643,HAPPY
119,79,63,63,0.3396,HAPPY
153,92,94,94,0.387391,ANGRY
121,80,61,61,0.32939,HAPPY
120,81,72,72,0.326879565,HAPPY
132,87,85,85,0.395091291,STRESSED
140,84,82,82,0.394239131,STRESSED
138,87,83,83,0.416277,STRESSED
142,95,99,99,0.391708,ANGRY
136,85,82,82,0.418297,STRESSED
116,79,58,58,0.321726,HAPPY
119,80,66,66,0.33376,HAPPY
123,79,63,63,0.339307,DEPRESSED
131,89,81,81,0.391816069,STRESSED
138,85,83,83,0.400334667,STRESSED
140,87,83,83,0.416656,STRESSED
119,79,72,72,0.334538,HAPPY
124,77,67,67,0.377329,SAD
126,78,63,63,0.309275,DEPRESSED
119,81,65,65,0.336129194,HAPPY
137,89,80,80,0.392382563,STRESSED
163,96,115,115,0.350156,ANGRY
118,79,67,67,0.327498814,HAPPY
117,80,73,73,0.320179,HAPPY
121,77,65,65,0.37905,SAD
135,89,83,83,0.397725,STRESSED
120,81,62,62,0.336713,HAPPY
139,81,82,82,0.400432033,STRESSED
118,80,62,62,0.326953,HAPPY
133,86,83,83,0.403929,STRESSED
120,78,71,71,0.338686038,HAPPY
131,88,85,85,0.392248,STRESSED
146,89,110,110,0.393956,ANGRY
116,81,66,66,0.334661063,HAPPY
164,93,106,106,0.393916,ANGRY
127,80,68,68,0.319918,DEPRESSED
117,78,69,69,0.334663,HAPPY
137,80,86,86,0.398026,STRESSED
120,79,73,73,0.322817633,HAPPY
123,80,62,62,0.328207,DEPRESSED
124,78,66,66,0.39924,SAD
126,78,69,69,0.396242,SAD
116,80,67,67,0.321443,HAPPY
132,86,85,85,0.414674,STRESSED
121,82,68,68,0.31119,DEPRESSED
117,78,70,70,0.338237,HAPPY
121,81,73,73,0.32428,HAPPY
117,81,69,69,0.334547,HAPPY
134,89,79,79,0.392508623,STRESSED
139,86,84,84,0.392307,STRESSED
116,80,67,67,0.321797,HAPPY
128,80,64,64,0.324141,DEPRESSED
122,81,68,68,0.300797,DEPRESSED
126,78,61,61,0.307762,DEPRESSED
134,88,86,86,0.404957354,STRESSED
137,87,84,84,0.418535915,STRESSED
121,82,67,67,0.348003,DEPRESSED
128,79,69,69,0.382877,SAD
139,82,84,84,0.414711196,STRESSED
117,80,60,60,0.327697,HAPPY
137,87,80,80,0.397314928,STRESSED
116,81,71,71,0.333414,HAPPY
118,80,64,64,0.327078,HAPPY
126,80,66,66,0.303849,DEPRESSED
128,81,62,62,0.346188,DEPRESSED
121,78,72,72,0.330896,HAPPY
116,78,74,74,0.336117074,HAPPY
137,84,84,84,0.408984744,STRESSED
163,93,103,103,0.381445,ANGRY
128,80,60,60,0.371818,SAD
125,82,62,62,0.313447,DEPRESSED
116,78,61,61,0.321715,HAPPY
179,96,115,115,0.396931,ANGRY
135,84,83,83,0.390339,STRESSED
169,85,90,90,0.377217,ANGRY
145,87,112,112,0.379929,ANGRY
134,80,79,79,0.415688,STRESSED
120,80,68,68,0.326325765,HAPPY
140,82,86,86,0.401208,STRESSED
137,84,86,86,0.41292774,STRESSED
118,81,58,58,0.326581,HAPPY
123,77,68,68,0.386119,SAD
120,80,65,65,0.336763,HAPPY
175,87,102,102,0.358026,ANGRY
123,78,66,66,0.311118,DEPRESSED
115,80,61,61,0.324587,HAPPY
127,78,72,72,0.381787,SAD
147,86,92,92,0.352701,ANGRY
131,87,85,85,0.414061,STRESSED
127,81,67,67,0.342091,DEPRESSED
120,80,61,61,0.33314404,HAPPY
123,81,68,68,0.397489,SAD
120,81,74,74,0.335029,HAPPY
159,93,103,103,0.391226,ANGRY
127,80,63,63,0.373593,SAD
116,79,72,72,0.322594905,HAPPY
115,78,60,60,0.328482,HAPPY
121,79,70,70,0.375157,SAD
127,80,63,63,0.399548,SAD
131,86,82,82,0.410060093,STRESSED
119,80,66,66,0.329596,HAPPY
115,79,66,66,0.339047,HAPPY
121,79,72,72,0.393801,SAD
131,89,79,79,0.393445057,STRESSED
121,78,61,61,0.341882,DEPRESSED
146,100,103,103,0.380702,ANGRY
134,84,87,87,0.419636,STRESSED
120,82,62,62,0.313811,DEPRESSED
117,80,58,58,0.33418,HAPPY
139,84,79,79,0.412017,STRESSED
137,87,83,83,0.419781184,STRESSED
137,81,83,83,0.414165,STRESSED
127,82,60,60,0.321838,DEPRESSED
118,79,70,70,0.336339,HAPPY
119,78,70,70,0.333505,HAPPY
129,79,66,66,0.319469,DEPRESSED
140,80,84,84,0.399912,STRESSED
120,82,61,61,0.335619,DEPRESSED
162,92,104,104,0.395095,ANGRY
139,80,78,78,0.416584093,STRESSED
171,91,107,107,0.361042,ANGRY
116,81,74,74,0.329532,HAPPY
135,82,84,84,0.394790053,STRESSED
126,78,63,63,0.344019,DEPRESSED
120,79,69,69,0.332459,HAPPY
157,88,104,104,0.378796,ANGRY
156,85,84,84,0.357547,ANGRY
131,81,87,87,0.412033,STRESSED
118,79,63,63,0.332265,HAPPY
115,80,62,62,0.326217,HAPPY
121,80,66,66,0.339522472,HAPPY
121,78,62,62,0.316055,DEPRESSED
173,93,104,104,0.362824,ANGRY
138,82,78,78,0.390117311,STRESSED
132,83,79,79,0.409659,STRESSED
151,88,115,115,0.356369,ANGRY
115,79,63,63,0.321792247,HAPPY
158,97,97,97,0.361221,ANGRY
120,77,66,66,0.392853,SAD
115,81,73,73,0.328406,HAPPY
125,78,65,65,0.313528,DEPRESSED
124,79,61,61,0.321314,DEPRESSED
120,78,69,69,0.331704628,HAPPY
120,82,62,62,0.347272,DEPRESSED
123,79,66,66,0.318588,DEPRESSED
117,78,63,63,0.335813,HAPPY
134,84,83,83,0.404073866,STRESSED
129,82,68,68,0.346565,DEPRESSED
136,82,83,83,0.398927791,STRESSED
118,79,72,72,0.331799142,HAPPY
121,82,64,64,0.336163,DEPRESSED
128,80,71,71,0.383496,SAD
118,78,57,57,0.335618476,HAPPY
119,81,68,68,0.32400331,HAPPY
118,78,74,74,0.328206173,HAPPY
128,78,68,68,0.370129,SAD
172,92,115,115,0.35821,ANGRY
118,81,63,63,0.331523,HAPPY
121,81,63,63,0.370453,SAD
132,84,87,87,0.413704671,STRESSED
131,85,86,86,0.406282079,STRESSED
151,89,92,92,0.377679,ANGRY
116,78,74,74,0.321405666,HAPPY
152,89,115,115,0.392666,ANGRY
143,94,89,89,0.35076,ANGRY
180,88,85,85,0.363543,ANGRY
139,86,86,86,0.39749,STRESSED
120,79,68,68,0.373297,SAD
133,86,79,79,0.412093875,STRESSED
125,79,72,72,0.37999,SAD
140,85,82,82,0.390645823,STRESSED
118,79,67,67,0.33338,HAPPY
129,77,66,66,0.304869,DEPRESSED
124,79,60,60,0.375132,SAD
117,78,57,57,0.329917,HAPPY
116,78,67,67,0.334237,HAPPY
116,81,67,67,0.325219,HAPPY
162,87,114,114,0.367339,ANGRY
121,82,60,60,0.332376,DEPRESSED
115,78,65,65,0.337932,HAPPY
132,86,82,82,0.413657799,STRESSED
139,88,86,86,0.395927,STRESSED
125,79,67,67,0.385688,SAD
121,80,68,68,0.323772593,HAPPY
132,80,78,78,0.415241481,STRESSED
175,95,114,114,0.368924,ANGRY
115,79,74,74,0.338243,HAPPY
116,80,60,60,0.338953,HAPPY
135,88,86,86,0.399995797,STRESSED
121,81,71,71,0.389068,SAD
116,78,67,67,0.325548,HAPPY
124,77,66,66,0.349645,DEPRESSED
129,82,67,67,0.333382,DEPRESSED
152,90,98,98,0.381963,ANGRY
131,86,81,81,0.416687,STRESSED
117,79,68,68,0.322965,HAPPY
125,81,65,65,0.381644,SAD
118,81,62,62,0.331313153,HAPPY
119,78,58,58,0.331946,HAPPY
140,85,87,87,0.40918,STRESSED
130,89,80,80,0.404822,STRESSED
130,80,81,81,0.397988,STRESSED
124,81,64,64,0.386617,SAD
149,94,87,87,0.353591,ANGRY
130,83,87,87,0.414524817,STRESSED
121,78,68,68,0.379748,SAD
131,86,83,83,0.402986938,STRESSED
130,88,82,82,0.391881812,STRESSED
115,78,64,64,0.332593,HAPPY
117,81,64,64,0.329621,HAPPY
140,89,85,85,0.399132,STRESSED
130,86,80,80,0.393138,STRESSED
131,88,80,80,0.419641,STRESSED
133,83,79,79,0.398240296,STRESSED
128,81,71,71,0.383555,SAD
138,89,82,82,0.419745,STRESSED
138,81,87,87,0.392359934,STRESSED
122,78,65,65,0.306899,DEPRESSED
124,77,62,62,0.372167,SAD
140,88,80,80,0.417091718,STRESSED
121,80,60,60,0.347612,DEPRESSED
121,79,68,68,0.320517,HAPPY
115,81,73,73,0.325777445,HAPPY
117,80,61,61,0.322403258,HAPPY
120,77,64,64,0.304886,DEPRESSED
122,79,60,60,0.349911,DEPRESSED
174,85,110,110,0.363918,ANGRY
116,79,59,59,0.329721178,HAPPY
134,89,84,84,0.39735,STRESSED
136,86,78,78,0.407382793,STRESSED
138,82,84,84,0.416687,STRESSED
120,78,70,70,0.322785,HAPPY
173,89,87,87,0.386748,ANGRY
